index,start_time,end_time,speaker,original_telugu,transliteration
929,"00:45:18,634","00:45:19,143",speaker_0,నువ్వు చేసుకోవడానికి,nuvvu chesukovadaaniki
930,"00:45:19,293","00:45:20,023",speaker_0,ముందే feel అవుతున్నావ్.,mundhe feel avuthunnaav.
931,"00:45:20,673","00:45:21,574",speaker_0,Smart girl.,Smart girl.
932,"00:45:23,844","00:45:24,273",speaker_14,Smart ఆ,Smart aa
933,"00:45:24,333","00:45:25,673",speaker_14,cunning ఆ అని తెలియట్లేదు గగన్.,cunning aa ani theliyatledhu gagan.
934,"00:45:26,634","00:45:27,663",speaker_14,కానీ ఒక విషయం అర్థమైంది.,kaanee oka vishayam arthamaindhi.
935,"00:45:29,793","00:45:30,384",speaker_14,నా confusion,naa confusion
936,"00:45:30,554","00:45:31,784",speaker_14,తో మీ life పాడు చేయకూడదు.,tho mee life paadu cheyakoodadhu.
937,"00:45:33,634","00:45:33,983",speaker_14,అందుకే,andhuke
938,"00:45:35,713","00:45:36,903",speaker_14,"నా life spoil చేసుకుందాం,","naa life spoil chesukundhaam,"
939,"00:45:37,153","00:45:37,943",speaker_14,suicide చేసుకుందాం-,suicide chesukundhaam-
940,"00:45:38,014","00:45:39,503",speaker_0,చచ్చే option ఇప్పుడు నీకు లేదు.,chachhe option ippudu neeku ledhu.
941,"00:45:39,914","00:45:40,494",speaker_0,ఇప్పుడు ఏం చేద్దాం?,ippudu yem chedhdhaam?
942,"00:45:42,003","00:45:42,923",speaker_14,తెలియట్లేదు గగన్.,theliyatledhu gagan.
943,"00:45:42,974","00:45:43,963",speaker_0,ఎవర్ని పెళ్లి చేసుకోవాలో తెలియట్లేదా?,yevarni pelli chesukovaalo theliyatledhaa?
944,"00:45:44,963","00:45:45,574",speaker_14,ఎవర్ని love,yevarni love
945,"00:45:45,693","00:45:46,043",speaker_14,చేస్తున్నానో,chesthunnaano
946,"00:45:46,514","00:45:46,864",speaker_14,తెలియట్లేదురా.,theliyatledhuraa.
947,"00:45:56,494","00:45:57,663",speaker_0,ఇప్పుడు నేను చచ్చిపోతే ఏం చేస్తావ్?,ippudu nenu chachhipothe yem chesthaav?
948,"00:46:00,163","00:46:00,512",speaker_14,ఎందుకురా?,yendhukuraa?
949,"00:46:03,313","00:46:04,204",speaker_0,ఆ కుర్రాడి పేరు ఏమన్నావ్?,aa kurraadi peru yemannaav?
950,"00:46:05,054","00:46:05,474",speaker_14,పార్థు.,paarthu.
951,"00:46:06,114","00:46:07,074",speaker_0,ఇప్పుడు వాడు చచ్చిపోతే ఏం చేస్తావ్?,ippudu vaadu chachhipothe yem chesthaav?
952,"00:46:12,903","00:46:13,554",speaker_0,అరకి. That's all your honour.,araki. That's all your honour.
953,"00:46:14,253","00:46:14,793",speaker_0,Case closed.,Case closed.
954,"00:46:16,193","00:46:17,963",speaker_0,నువ్వు వాడినే love చేస్తున్నావ్. Mind లోనే confusion.,nuvvu vaadine love chesthunnaav. Mind lone confusion.
955,"00:46:18,134","00:46:18,914",speaker_0,మనసు clear గా ఉంది.,manasu clear gaa undhi.
956,"00:46:21,914","00:46:22,534",speaker_14,ఆ అవును.,aa avunu.
957,"00:46:23,974","00:46:24,983",speaker_14,నువ్వు లేనప్పుడు చావాలనిపించలేదు,nuvvu lenappudu chaavaalanipinchaledhu
958,"00:46:25,514","00:46:25,733",speaker_14,కానీ,kaanee
959,"00:46:27,134","00:46:27,804",speaker_14,వాడు లేడంటే,vaadu ledante
960,"00:46:28,614","00:46:29,324",speaker_14,ఈరోజు చావాలనిపించింది.,eeroju chaavaalanipinchindhi.
961,"00:46:33,134","00:46:33,844",speaker_0,ఇప్పుడు నేను అడిగానా?,ippudu nenu adigaanaa?
962,"00:46:38,853","00:46:39,733",speaker_0,phone చేసి వాడిని రమ్మను.,phone chesi vaadini rammanu.
963,"00:46:42,353","00:46:43,264",speaker_0,ఏయ్ ఇంకా ఏంటే?,yey inkaa yente?
964,"00:46:44,454","00:46:45,143",speaker_14,అది కాదురా.,adhi kaadhuraa.
965,"00:46:45,893","00:46:46,743",speaker_14,మన పెళ్లి జరగకపోతే,mana pelli jaragakapothe
966,"00:46:47,114","00:46:47,463",speaker_14,ఎంతమంది,yenthamandhi
967,"00:46:47,753","00:46:48,364",speaker_14,hurt అవుతారో.,hurt avuthaaro.
968,"00:46:52,173","00:46:52,574",speaker_0,ఇలా చూడు.,ilaa choodu.
969,"00:46:53,414","00:46:55,554",speaker_0,"వాళ్ళు hurt అవుతారు, వీళ్ళు hurt అవుతారని నీకు నచ్చని వాడిని పెళ్లి","vaallu hurt avuthaaru, veellu hurt avuthaarani neeku nachhani vaadini pelli"
970,"00:46:55,614","00:46:55,963",speaker_0,చేసుకుంటే,chesukunte
971,"00:46:56,673","00:46:57,134",speaker_0,అది తప్పు.,adhi thappu.
972,"00:46:58,253","00:47:00,903",speaker_0,"తొక్కలోది ఎవడు hurt అయినా పర్లేదు, నాకు నచ్చినోడినే చేసుకుంటానని","thokkalodhi yevadu hurt ayinaa parledhu, naaku nachhinodine chesukuntaanani"
973,"00:47:01,114","00:47:01,713",speaker_0,నువ్వు నుంచుంటే,nuvvu nunchunte
974,"00:47:02,373","00:47:02,974",speaker_0,అదే correct.,adhe correct.
975,"00:47:04,134","00:47:05,514",speaker_14,ఎవరు hurt అయినా పర్లేదు.,yevaru hurt ayinaa parledhu.
976,"00:47:06,373","00:47:07,623",speaker_14,నాకు నువ్వు hurt అవ్వకూడదు.,naaku nuvvu hurt avvakoodadhu.
977,"00:47:10,353","00:47:11,213",speaker_0,నేనెందుకు hurt అవ్వాలి?,nenendhuku hurt avvaali?
978,"00:47:12,293","00:47:13,253",speaker_0,నేను నిన్ను love చేయలేదుగా.,nenu ninnu love cheyaledhugaa.
979,"00:47:14,534","00:47:14,684",speaker_14,Love,Love
980,"00:47:15,094","00:47:15,443",speaker_14,చేయలేదా?,cheyaledhaa?
981,"00:47:16,554","00:47:16,914",speaker_0,చేయలా.,cheyalaa.
982,"00:47:18,574","00:47:20,684",speaker_14,మరి ఎందుకు మా నాన్నతో నన్ను పెళ్లి చేసుకుంటా అని అడిగావ్?,mari yendhuku maa naannatho nannu pelli chesukuntaa ani adigaav?
983,"00:47:22,043","00:47:22,713",speaker_0,అది నేను,adhi nenu
984,"00:47:22,773","00:47:23,123",speaker_0,అడిగానా?,adigaanaa?
985,"00:47:24,704","00:47:25,514",speaker_0,ఏయ్ నీ,yey nee
986,"00:47:25,653","00:47:27,083",speaker_0,బాబు ఎలా డబ్బులకే మారడో చూశావా?,baabu yelaa dabbulake maarado chooshaavaa?
987,"00:47:28,403","00:47:28,864",speaker_0,వాడేనే మా,vaadene maa
988,"00:47:28,914","00:47:31,043",speaker_0,ఇంటికి వచ్చి నిన్నే పెళ్లి చేసుకోవాలని మా అమ్మని బతిమాలాడు.,intiki vachhi ninne pelli chesukovaalani maa ammani bathimaalaadu.
989,"00:47:31,753","00:47:34,233",speaker_0,సరే నేను ఎవర్నో పెళ్లి చేసుకోవడం ఎందుకు మనం కుందనే పెళ్లి చేసుకుందాం,sare nenu yevarno pelli chesukovadam yendhuku manam kundhane pelli chesukundhaam
990,"00:47:34,284","00:47:34,384",speaker_0,అని...,ani...
991,"00:47:35,943","00:47:36,634",speaker_0,ఏమన్నావ్? తెలియని,yemannaav? theliyani
992,"00:47:36,693","00:47:37,184",speaker_0,దేవుడి కన్నా,dhevudi kannaa
993,"00:47:37,653","00:47:38,273",speaker_0,తెలిసిన దయ్యం,thelisina dhayyam
994,"00:47:38,673","00:47:40,074",speaker_0,నువ్వే అని okay చెప్పా.,nuvve ani okay cheppaa.
995,"00:47:41,373","00:47:42,753",speaker_0,అబ్బా! అబద్ధాల కోరే మీ బాబు.,abbaa! abadhdhaala kore mee baabu.
996,"00:47:43,153","00:47:44,344",speaker_0,వాడితో కలిసి మీరు ఎలా ఉంటున్నారే?,vaaditho kalisi meeru yelaa untunnaare?
997,"00:47:46,193","00:47:47,673",speaker_14,అయితే నా మీద నీకు feelings లేవా?,ayithe naa meedha neeku feelings levaa?
998,"00:47:52,393","00:47:53,273",speaker_0,"అప్పుడు చెప్పిందే ఇప్పుడు,","appudu cheppindhe ippudu,"
999,"00:47:53,934","00:47:54,974",speaker_0,ఇప్పుడు చెప్పేదే ఎప్పుడూ.,ippudu cheppedhe yeppudoo.
1000,"00:47:55,853","00:47:56,474",speaker_0,నాకని మీద,naakani meedha
1001,"00:47:58,974","00:47:59,634",speaker_0,zero feelings.,zero feelings.
1002,"00:48:09,833","00:48:10,514",speaker_14,nice రా.,nice raa.
1003,"00:48:11,934","00:48:13,063",speaker_14,life యొక్క magic చూశావా?,life yokka magic chooshaavaa?
1004,"00:48:14,253","00:48:16,324",speaker_14,అప్పుడు నా మీద zero feelings అన్నప్పుడు బాధనిపించింది.,appudu naa meedha zero feelings annappudu baadhanipinchindhi.
1005,"00:48:17,653","00:48:18,243",speaker_14,ఇప్పుడు సంతోషంగా,ippudu santhoshangaa
1006,"00:48:18,454","00:48:18,643",speaker_14,ఉంది.,undhi.
1007,"00:48:19,713","00:48:21,634",speaker_0,"నాకప్పుడు సంతోషంగా ఉంది, ఇప్పుడు బాధగా ఉంది.","naakappudu santhoshangaa undhi, ippudu baadhagaa undhi."
1008,"00:48:22,414","00:48:22,673",speaker_14,ఏంట్రా?,yentraa?
1009,"00:49:19,653","00:49:23,643",speaker_11,కంటి రెప్పవాకిలిలో,kanti reppavaakililo
1010,"00:49:25,713","00:49:27,003",speaker_11,కాలమంతా వేచి,kaalamanthaa vechi
1011,"00:49:27,083","00:49:27,433",speaker_11,ఉంటా,untaa
1012,"00:49:30,673","00:49:31,523",speaker_11,నువ్వు లేని,nuvvu leni
1013,"00:49:31,603","00:49:31,953",speaker_11,నీ,nee
1014,"00:49:32,224","00:49:32,574",speaker_11,కలతో,kalatho
1015,"00:49:40,134","00:49:41,224",speaker_0,పోటిపోతూనే ఉన్నావేరా.,potipothoone unnaaveraa.
1016,"00:49:51,804","00:49:53,483",speaker_0,ఇక్కడ జరిగేది ఏది మన చేతిలో లేదు బ్రోడా.,ikkada jarigedhi yedhi mana chethilo ledhu brodaa.
1017,"00:49:54,983","00:49:56,934",speaker_0,దీన్నుంచి మనం ఏం నేర్చుకున్నాం అన్నదే మన చేతిలో ఉంటది.,dheennunchi manam yem nerchukunnaam annadhe mana chethilo untadhi.
1018,"00:49:58,983","00:49:59,773",speaker_0,ఇప్పుడు నువ్వేం నేర్చుకున్నావ్?,ippudu nuvvem nerchukunnaav?
1019,"00:50:00,884","00:50:02,764",speaker_0,Life లో ఒక విషయాన్ని నువ్వు left hand తో deal చేస్తే,Life lo oka vishayaanni nuvvu left hand tho deal chesthe
1020,"00:50:03,503","00:50:04,884",speaker_0,life నిన్ను left hand తో deal చేస్తది.,life ninnu left hand tho deal chesthadhi.
1021,"00:50:06,364","00:50:07,213",speaker_0,Don't repeat the mistake.,Don't repeat the mistake.
1022,"00:50:25,543","00:50:25,893",speaker_0,తిన్నావే.,thinnaave.
1023,"00:50:28,103","00:50:28,933",speaker_19,నువ్వు నన్ను love చేయకపోతే,nuvvu nannu love cheyakapothe
1024,"00:50:29,063","00:50:29,903",speaker_19,నన్నెందుకు kiss చేసావ్?,nannendhuku kiss chesaav?
1025,"00:50:33,023","00:50:34,123",speaker_0,Love కి kiss కి ఏం సంబంధం?,Love ki kiss ki yem sambandham?
1026,"00:50:34,543","00:50:34,643",speaker_19,ఏ?,ye?
1027,"00:50:35,324","00:50:35,423",speaker_0,ఏ,ye
1028,"00:50:35,864","00:50:36,213",speaker_0,"నువ్వు కాదు,","nuvvu kaadhu,"
1029,"00:50:36,623","00:50:38,293",speaker_0,నేను ఎవర్ని పెళ్లి చేసుకుందాం అనుకున్నా kiss చేసేవాడిని.,nenu yevarni pelli chesukundhaam anukunnaa kiss chesevaadini.
1030,"00:50:38,804","00:50:39,833",speaker_0,Arranged marriage అయినంత మాత్రాన,Arranged marriage ayinantha maathraana
1031,"00:50:40,123","00:50:41,284",speaker_0,reproduction చేయకుండా ఉండగలమా?,reproduction cheyakundaa undagalamaa?
1032,"00:50:42,164","00:50:42,264",speaker_19,థూ..,thoo..
1033,"00:50:43,814","00:50:44,463","speaker_19, speaker_0",కామపిశాచి. ప్రపంచంలో,kaamapishaachi. prapanchamlo
1034,"00:50:44,514","00:50:45,023",speaker_0,అందరూ అంతే.,andharoo anthe.
1035,"00:50:46,103","00:50:46,344",speaker_0,"సరే వెళ్ళు,","sare vellu,"
1036,"00:50:46,844","00:50:47,443",speaker_0,మీ నాన్నకి వెళ్లి చెప్పు.,mee naannaki velli cheppu.
1037,"00:50:48,284","00:50:48,403",speaker_19,ఆ,aa
1038,"00:50:48,943","00:50:49,043",speaker_0,పో,po
1039,"00:50:49,023","00:50:49,864",speaker_19,రేయ్ రేయ్ రేయ్,rey rey rey
1040,"00:50:50,443","00:50:51,213",speaker_19,నువ్వు కూడా రావా?,nuvvu koodaa raavaa?
1041,"00:50:51,704","00:50:52,653",speaker_0,నేను వస్తే తప్పు అవుతుంది.,nenu vasthe thappu avuthundhi.
1042,"00:50:53,844","00:50:54,433",speaker_19,నువ్వు పక్కనుంటే,nuvvu pakkanunte
1043,"00:50:54,684","00:50:55,543",speaker_19,ధైర్యంగా ఉంటుంది.,dhairyangaa untundhi.
1044,"00:51:04,503","00:51:05,673",speaker_0,"నేను నీతోనే ఉన్నాను అనుకో,","nenu neethone unnaanu anuko,"
1045,"00:51:05,824","00:51:06,003",speaker_0,పో.,po.
1046,"00:51:08,023","00:51:08,244",speaker_19,ఉమ్.,um.
1047,"00:51:18,764","00:51:19,114",speaker_19,నాన్నా,naannaa
1048,"00:51:20,744","00:51:21,094",speaker_6,చెప్పమ్మా,cheppammaa
1049,"00:51:24,704","00:51:25,304",speaker_19,One second నాన్నా.,One second naannaa.
1050,"00:51:33,164","00:51:34,463",speaker_19,నాకీ పెళ్లి ఇష్టం లేదు నాన్నా.,naakee pelli ishtam ledhu naannaa.
1051,"00:51:35,923","00:51:37,173",speaker_19,నేను ఇంకొకరిని love చేస్తున్నా.,nenu inkokarini love chesthunnaa.
1052,"00:51:37,623","00:51:38,733",speaker_6,ఏంటమ్మా ఇప్పుడొచ్చి చెప్తున్నావ్?,yentammaa ippudochhi chepthunnaav?
1053,"00:51:39,384","00:51:40,753",speaker_19,నాన్నా నేనిప్పుడు చెప్పడం తప్పే.,naannaa nenippudu cheppadam thappe.
1054,"00:51:41,804","00:51:43,054",speaker_19,కానీ ఇప్పటికి కూడా చెప్పకపోతే,kaanee ippatiki koodaa cheppakapothe
