index,start_time,end_time,original_telugu,transliteration
870,"00:38:05,793","00:38:07,954",ఇంతకీ ఇక్కడ ఏం scene తీస్తున్నావ్ చెప్పు.,inthakee ikkada yem scene theesthunnaav cheppu.
871,"00:38:08,014","00:38:08,364",ఇట్లా,itlaa
872,"00:38:08,614","00:38:08,963",మొదటిసారి,modhatisaari
873,"00:38:09,253","00:38:10,284",hero heroineని చూసినప్పుడు-,hero heroineni choosinappudu-
874,"00:38:10,653","00:38:11,003",మొట్టమొదటిసారి,mottamodhatisaari
875,"00:38:11,634","00:38:13,023",ముద్దు పెడితే ఎలాగుంటది,mudhdhu pedithe yelaaguntadhi
876,"00:38:13,753","00:38:14,824",అబ్బబ్బా బలేగుంటది.,abbabbaa baleguntadhi.
877,"00:38:17,034","00:38:18,344","ఏయ్! వాళ్ళని, వాళ్ళని పట్టించుకోకండి","yey! vaallani, vaallani pattinchukokandi"
878,"00:38:18,514","00:38:18,873",మీరు.,meeru.
879,"00:38:19,813","00:38:21,364",So అదే hero మొదటిసారి చూసినప్పుడు,So adhe hero modhatisaari choosinappudu
880,"00:38:21,914","00:38:23,243",ఆ అమ్మాయి వీణ్ణి తిరిగి చూడంగానే-,aa ammaayi veenni thirigi choodangaane-
881,"00:38:23,554","00:38:23,903",అమ్మే,amme
882,"00:38:24,494","00:38:24,844",సన్నగా,sannagaa
883,"00:38:26,014","00:38:26,583",అరె నవ్వే,are navve
884,"00:38:27,193","00:38:27,543",నవ్వగా,navvagaa
885,"00:38:28,373","00:38:29,074",మతి తప్పి,mathi thappi
886,"00:38:29,713","00:38:30,063",కుర్రాళ్ళే.,kurraalle.
887,"00:38:31,393","00:38:32,183",అమ్మా! నువ్వు వచ్చినావేందే?,ammaa! nuvvu vachhinaavendhe?
888,"00:38:32,753","00:38:35,223",నాకు doubt రా. నువ్వు ఇక్కడి వరకు వచ్చి ఇంటికి రావడం ఖాళీగా అనిపిస్తుందంటావ్.,naaku doubt raa. nuvvu ikkadi varaku vachhi intiki raavadam khaaleegaa anipisthundhantaav.
889,"00:38:35,893","00:38:36,534",మా అమ్మ అండి.,maa amma andi.
890,"00:38:37,534","00:38:39,733",Hi aunty! ఆ aunty ఏంది ఇంక అత్తమ్మ అనేసేయ్.,Hi aunty! aa aunty yendhi inka aththamma anesey.
891,"00:38:41,064","00:38:41,963",అత్తూ! అత్తమ్మ,aththoo! aththamma
892,"00:38:42,173","00:38:42,523",కూతురో,koothuro
893,"00:38:43,094","00:38:43,443",మెత్తంగా,meththangaa
894,"00:38:43,893","00:38:44,243",ఎత్తు,yeththu
895,"00:38:44,914","00:38:45,264",వేయమ్మ,veyamma
896,"00:38:45,583","00:38:46,362",నిన్ను. మీరు పదండి.,ninnu. meeru padhandi.
897,"00:38:46,574","00:38:47,614",అబ్బా! వీళ్ళు చూస్తుంటేరా నాకు-,abbaa! veellu choosthunteraa naaku-
898,"00:38:48,393","00:38:48,884","అరేయ్ కోమలి, కోమలి","arey komali, komali"
899,"00:38:49,653","00:38:50,923",ఎవరా aunty ఆ చిల్లర గాళ్ళు?,yevaraa aunty aa chillara gaallu?
900,"00:38:51,253","00:38:52,523",వాళ్ళు వీడి friends ఏ నమ్మా.,vaallu veedi friends ye nammaa.
901,"00:38:52,994","00:38:54,163",వీడు ఒకప్పుడు అక్కడ కూర్చున్నవాడే.,veedu okappudu akkada koorchunnavaade.
902,"00:38:54,733","00:38:57,323",వాళ్ళు అలా అవడానికి కారణం వీడే. అరే! Hi చెప్పలేదు మామ వాడు.,vaallu alaa avadaaniki kaaranam veede. are! Hi cheppaledhu maama vaadu.
903,"00:38:57,373","00:38:58,284",Bye చెప్పలేదు వాడు.,Bye cheppaledhu vaadu.
904,"00:38:58,574","00:38:58,673",ఆ,aa
905,"00:39:01,954","00:39:03,403","tea, coffee ఏమైనా తాగుతారా? ఆ","tea, coffee yemainaa thaaguthaaraa? aa"
906,"00:39:04,903","00:39:05,384",వద్దండి. వీడు,vadhdhandi. veedu
907,"00:39:05,434","00:39:06,764",ఇలా ఇంట్లో ఉండడం ఇదే మొదటిసారి.,ilaa intlo undadam idhe modhatisaari.
908,"00:39:07,293","00:39:07,643",అప్పుడెప్పుడో,appudeppudo
909,"00:39:07,893","00:39:09,603",Gabbar Singh tickets దొరికాయంటూ వచ్చాడు.,Gabbar Singh tickets dhorikaayantoo vachhaadu.
910,"00:39:09,653","00:39:10,563",మళ్ళా ఇప్పుడే వచ్చాడు.,mallaa ippude vachhaadu.
911,"00:39:10,893","00:39:11,243",ఎక్కడమ్మా,yekkadammaa
912,"00:39:11,454","00:39:12,043",time ఉండట్లేదు.,time undatledhu.
913,"00:39:12,213","00:39:13,703",వాళ్ళ daddy health అంతా నేనే చూసుకుంటున్నాం.,vaalla daddy health anthaa nene choosukuntunnaam.
914,"00:39:15,514","00:39:16,163",ఆ hello,aa hello
915,"00:39:16,434","00:39:16,784",బాగున్నారా?,baagunnaaraa?
916,"00:39:17,773","00:39:18,123",అరేరే,arere
917,"00:39:18,353","00:39:19,943",మన చుట్టాలు జాతరకి వచ్చారంట్రా. చెప్పరే.,mana chuttaalu jaatharaki vachhaarantraa. cheppare.
918,"00:39:19,994","00:39:21,143",నేనురా సుబ్రహ్మణ్యం అన్నీ.,nenuraa subrahmanyam annee.
919,"00:39:21,393","00:39:21,634",Hello,Hello
920,"00:39:22,463","00:39:22,983",సుబ్రహ్మణ్యం. ఆ,subrahmanyam. aa
921,"00:39:23,034","00:39:23,693",పెద్దనాన్న అవుతాడురా.,pedhdhanaanna avuthaaduraa.
922,"00:39:23,954","00:39:25,344",Hello పెద్దనాన్న. బాగున్నావా అని అడుగు.,Hello pedhdhanaanna. baagunnaavaa ani adugu.
923,"00:39:25,534","00:39:26,543",Hello పెద్దనాన్న బాగున్నారా?,Hello pedhdhanaanna baagunnaaraa?
924,"00:39:26,873","00:39:29,103",అసలు నాకు చాలా ఆనందంగా ఉంది మీరు నా పెద్దనాన్న అయినందుకు.,asalu naaku chaalaa aanandhangaa undhi meeru naa pedhdhanaanna ayinandhuku.
925,"00:39:29,454","00:39:30,784","ఆ అరేయ్ చెల్లికి ఇస్తున్నారా? చెల్లి,","aa arey chelliki isthunnaaraa? chelli,"
926,"00:39:30,994","00:39:31,344",చెల్లి.,chelli.
927,"00:39:31,853","00:39:32,203",అత్తమ్మ.,aththamma.
928,"00:39:32,974","00:39:34,743",ఆ hello అత్త. చెప్పరా. బాగున్నారా?,aa hello aththa. chepparaa. baagunnaaraa?
929,"00:39:35,074","00:39:37,083",మీరెందుకు బాగోర్లే? పెద్దనాన్నకి చెల్లె కదా మీరు.,meerendhuku baagorle? pedhdhanaannaki chelle kadhaa meeru.
930,"00:39:37,134","00:39:38,423",ఊరు వచ్చావంట కదరా. అవును.,ooru vachhaavanta kadharaa. avunu.
931,"00:39:38,673","00:39:39,344",వదినతో మాట్లాడురా.,vadhinatho maatlaaduraa.
932,"00:39:39,614","00:39:40,703","వదిన, వదిన. ఎల్లిపోయిందిమె.","vadhina, vadhina. yellipoyindhime."
933,"00:39:41,313","00:39:42,943","రేయ్! వదిన, వదిన, వదిన అంటే ఏమైతది?","rey! vadhina, vadhina, vadhina ante yemaithadhi?"
934,"00:39:43,063","00:39:43,884",Family chat ఏంటిరా?,Family chat yentiraa?
935,"00:39:44,173","00:39:45,263","చూస్తా, చూస్తా. Health అడుగురా charge చెప్పేటిది.","choosthaa, choosthaa. Health aduguraa charge cheppetidhi."
936,"00:39:45,313","00:39:46,443","చూస్తా, చూస్తా. అడుగు charge చెప్పేటిదిని.","choosthaa, choosthaa. adugu charge cheppetidhini."
937,"00:39:46,793","00:39:49,023",Hello పిన్ని గాని పెద్దమ్మ గాని. Hello ఉన్నావా రా?,Hello pinni gaani pedhdhamma gaani. Hello unnaavaa raa?
938,"00:39:49,074","00:39:49,864",పెద్దమ్మ అయి ఉంటది.,pedhdhamma ayi untadhi.
939,"00:39:50,414","00:39:51,123",Hello పెద్దమ్మ!,Hello pedhdhamma!
940,"00:39:51,494","00:39:51,844",బాగున్నారా?,baagunnaaraa?
941,"00:39:52,233","00:39:52,804",ఆ బాగున్నార్రా.,aa baagunnaarraa.
942,"00:39:53,393","00:39:53,693",అసలు,asalu
943,"00:39:54,443","00:39:55,193",గుర్తుపెట్టుకోరా నన్ను.,gurthupettukoraa nannu.
944,"00:39:55,253","00:39:57,344",అసలు ఎన్ని రోజులయింది మీరు phone చేసి పెద్దమ్మ.,asalu yenni rojulayindhi meeru phone chesi pedhdhamma.
945,"00:39:57,713","00:39:58,683",గంగమ్మ దగ్గరికి వచ్చామ్రా.,gangamma dhaggariki vachhaamraa.
946,"00:39:58,813","00:39:59,163","గంగమ్మ,","gangamma,"
947,"00:40:00,193","00:40:01,054","గంగమ్మ, గంగమ్మ, గంగమ్మ.","gangamma, gangamma, gangamma."
948,"00:40:01,884","00:40:02,454",గంగమ్మ అంటే,gangamma ante
949,"00:40:02,614","00:40:02,963",దేవత.,dhevatha.
950,"00:40:03,333","00:40:03,683",దేవతనా?,dhevathanaa?
951,"00:40:03,873","00:40:04,683",అయితే అందరికీ అమ్మనే.,ayithe andharikee ammane.
952,"00:40:04,893","00:40:06,324","ఆ పెద్దమ్మ, పెద్దమ్మ మీరెప్పుడెళ్ళిపోతుర్రు","aa pedhdhamma, pedhdhamma meereppudellipothurru"
953,"00:40:06,673","00:40:09,594",జాతర నుండి? 24 న రా. నేను 25th వస్తున్నా అయితే జాతరకి.,jaathara nundi? 24 na raa. nenu 25th vasthunnaa ayithe jaatharaki.
954,"00:40:09,673","00:40:11,764",అమ్మని అడిగానా చెప్పురా. ఊ చెప్తా okay.,ammani adigaanaa cheppuraa. oo chepthaa okay.
955,"00:40:12,813","00:40:13,523",ఉఫ్ అమ్మా!,uph ammaa!
956,"00:40:16,853","00:40:17,583",పచ్చడికి చాలండి.,pachhadiki chaalandi.
957,"00:40:17,793","00:40:18,143",Okay.,Okay.
958,"00:40:20,873","00:40:22,103",curry చాలా బాగుంది aunty.,curry chaalaa baagundhi aunty.
959,"00:40:22,273","00:40:22,623",అవునమ్మా.,avunammaa.
960,"00:40:23,353","00:40:25,163",ఈ మధ్య మీ నాన్నగారు పేకాటలో,ee madhya mee naannagaaru pekaatalo
961,"00:40:25,333","00:40:25,943",డబ్బులు పోగొట్టుకుని,dabbulu pogottukuni
962,"00:40:26,213","00:40:27,003",stress వచ్చి పడిపోయారంట,stress vachhi padipoyaaranta
963,"00:40:27,134","00:40:27,483",కదమ్మా.,kadhammaa.
964,"00:40:27,653","00:40:28,384",ఇప్పుడు ఎలా ఉన్నారమ్మా?,ippudu yelaa unnaarammaa?
965,"00:40:33,173","00:40:33,574",పెద్దమ్మ!,pedhdhamma!
966,"00:40:34,494","00:40:36,432",పెద్దమ్మ ready నా? ఆ Hospital కి వెళ్దాం అన్నావ్.,pedhdhamma ready naa? aa Hospital ki veldhaam annaav.
967,"00:40:36,614","00:40:36,963",సరేరా.,sareraa.
968,"00:40:38,014","00:40:38,663",రేయ్! ఆ,rey! aa
969,"00:40:39,233","00:40:40,503",మా అమ్మని నువ్వేందిరా hospital తీసుకుపోయేది?,maa ammani nuvvendhiraa hospital theesukupoyedhi?
970,"00:40:41,134","00:40:42,123",మా అమ్మని నేను కదా తీసుకుపోవాలి.,maa ammani nenu kadhaa theesukupovaali.
971,"00:40:43,074","00:40:44,264",నా car లో వెళ్దాం aunty.,naa car lo veldhaam aunty.
972,"00:40:44,793","00:40:45,784",నేను తీసుకెళ్తా. ఓహో!,nenu theesukelthaa. oho!
973,"00:40:54,432","00:40:56,322",ఆ రండమ్మా రండి సుభద్రమ్మ గారు. బాబు నువ్వు తర్వాత రా.,aa randammaa randi subhadhramma gaaru. baabu nuvvu tharvaatha raa.
974,"00:40:56,373","00:40:57,193",ఇక్కడ దయచేసి చూస్తాను.,ikkada dhayachesi choosthaanu.
975,"00:40:58,114","00:40:59,123",నాతోనే వచ్చాడు doctor.,naathone vachhaadu doctor.
976,"00:41:00,034","00:41:00,983",అవును ఈ అబ్బాయి ఎవరు?,avunu ee abbaayi yevaru?
977,"00:41:01,494","00:41:02,264",నా కొడుకు doctor.,naa koduku doctor.
978,"00:41:06,253","00:41:07,304",ఊ సరే సరే మీరు కూర్చోండి.,oo sare sare meeru koorchondi.
979,"00:41:07,733","00:41:08,083",కూర్చోవయ్యా.,koorchovayyaa.
980,"00:41:09,054","00:41:09,403",ఏవండీ,yevandee
981,"00:41:09,893","00:41:11,253",ఎప్పుడూ మీతో వచ్చేది మీ కొడుకు కాదా?,yeppudoo meetho vachhedhi mee koduku kaadhaa?
